id,Sentence,Aspect Term,polarity,from,to,cleaned_sentence,processed_sentence,aspect_category,predicted_sentiment
1660,Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,23,36,stuffing yourself with japanese food is a rare thing,stuff japanese food rare thing,food,neutral
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive,10,14,while the food was good certainly no il mulino the service was horrendous,food good certainly il mulino service horrendous,food,negative
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative,53,60,while the food was good certainly no il mulino the service was horrendous,food good certainly il mulino service horrendous,service,negative
2774,Service is not what one would expect from a joint in this price category.,Service,negative,0,7,service is not what one would expect from a joint in this price category,service expect joint price category,service,neutral
2774,Service is not what one would expect from a joint in this price category.,price category,negative,58,72,service is not what one would expect from a joint in this price category,service expect joint price category,price,neutral
1575,Our family never expected such incredible entertainment in a restaurant.,entertainment,positive,42,55,our family never expected such incredible entertainment in a restaurant,family expect incredible entertainment restaurant,others,positive
2908,i would recommend reservations on weekends though.,reservations,neutral,18,30,i would recommend reservations on weekends though,recommend reservation weekend,service,positive
1608,Great pizza for lunch place.,pizza,positive,6,11,great pizza for lunch place,great pizza lunch place,food,positive
835,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,conflict,4,8,the food was very expensive we spent  for lunch for two but extremely tasty,food expensive spend lunch extremely tasty,food,neutral
835,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,negative,47,52,the food was very expensive we spent  for lunch for two but extremely tasty,food expensive spend lunch extremely tasty,food,neutral
377,We were a group of 8 and well seved.,seved,positive,30,35,we were a group of  and well seved,group seve,others,positive
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,positive,4,9,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food waitstaff totally japanese,others,neutral
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,positive,15,29,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food waitstaff totally japanese,food,neutral
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,31,35,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food waitstaff totally japanese,food,neutral
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,positive,54,63,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food waitstaff totally japanese,service,neutral
2183,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",scallop roll,positive,19,31,i love their spicy scallop roll and my boyfriend consistently gets the sesame chicken,love spicy scallop roll boyfriend consistently get sesame chicken,food,positive
2183,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,positive,72,86,i love their spicy scallop roll and my boyfriend consistently gets the sesame chicken,love spicy scallop roll boyfriend consistently get sesame chicken,food,positive
2841,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral,7,11,im no food critic but id like to think i have a tiny bit of experience under my belt having lived in ny for the last  years,m food critic d like think tiny bit experience belt have live ny year,food,positive
1418,I noted it was crossed off on the bill.,bill,neutral,34,38,i noted it was crossed off on the bill,note cross bill,price,neutral
287,Best dish is nori-wrapped tuna.,nori-wrapped tuna,positive,13,30,best dish is noriwrapped tuna,good dish noriwrappe tuna,food,positive
287,Best dish is nori-wrapped tuna.,dish,positive,5,9,best dish is noriwrapped tuna,good dish noriwrappe tuna,food,positive
814,The food was absolutely amazing!!,food,positive,4,8,the food was absolutely amazing,food absolutely amazing,food,positive
3112,Some servers make you feel like they are doing you a favor to bring you the food.,servers,negative,5,12,some servers make you feel like they are doing you a favor to bring you the food,server feel like favor bring food,service,positive
3112,Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral,76,80,some servers make you feel like they are doing you a favor to bring you the food,server feel like favor bring food,food,positive
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,28,37,an excellent alternative to fast food joints and ordering in but the food was slightly disappointing,excellent alternative fast food joint order food slightly disappointing,food,negative
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,70,74,an excellent alternative to fast food joints and ordering in but the food was slightly disappointing,excellent alternative fast food joint order food slightly disappointing,food,negative
3435,Mermaid Inn is an overall good restaurant with really good seafood.,seafood,positive,59,66,mermaid inn is an overall good restaurant with really good seafood,mermaid inn overall good restaurant good seafood,food,positive
664,The staff is also attentive and friendly.,staff,positive,4,9,the staff is also attentive and friendly,staff attentive friendly,service,positive
1644,The all you can eat deal is truly amazing here.,all you can eat deal,positive,4,24,the all you can eat deal is truly amazing here,eat deal truly amazing,price,positive
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,negative,49,53,that is a problem since we paid about  bucks a dish and had to order  dishes to get a decent taste,problem pay buck dish order dish decent taste,food,negative
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,neutral,97,102,that is a problem since we paid about  bucks a dish and had to order  dishes to get a decent taste,problem pay buck dish order dish decent taste,food,negative
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,negative,74,80,that is a problem since we paid about  bucks a dish and had to order  dishes to get a decent taste,problem pay buck dish order dish decent taste,food,negative
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,negative,47,75,they were such a ripoff  for four small meat patties in steamed buns and not worth trying,ripoff small meat patty steamed bun worth try,food,negative
1822,All of the pizzas are terrific and the price is even better!,pizzas,positive,11,17,all of the pizzas are terrific and the price is even better,pizza terrific price well,food,positive
1822,All of the pizzas are terrific and the price is even better!,price,positive,39,44,all of the pizzas are terrific and the price is even better,pizza terrific price well,price,positive
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,negative,12,16,it is about food and ambiance and imagine how dreadful it will be it we only had to listen to an idle engine,food ambiance imagine dreadful listen idle engine,food,negative
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Ambiance,negative,21,29,it is about food and ambiance and imagine how dreadful it will be it we only had to listen to an idle engine,food ambiance imagine dreadful listen idle engine,ambience,negative
1594,The food was good too.,food,positive,4,8,the food was good too,food good,food,positive
3572,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,negative,31,37,immediately after we paid the waiter took the money and said okay you guys are outta here,immediately pay waiter take money say okay guy outta,service,positive
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,positive,4,15,the dining room is quietly elegant with no music to shout over  how refreshing,dining room quietly elegant music shout refreshing,food,positive
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,music,positive,43,48,the dining room is quietly elegant with no music to shout over  how refreshing,dining room quietly elegant music shout refreshing,ambience,positive
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",sushi,positive,144,149,admittedly this is not the place for gigantic pieces of fish overflowing the plate and thank goodness in my opinion but for simple elegant sushi there is no better place in new york or anywhere in the us,admittedly place gigantic piece fish overflow plate thank goodness opinion simple elegant sushi well place new york,food,positive
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,neutral,57,61,admittedly this is not the place for gigantic pieces of fish overflowing the plate and thank goodness in my opinion but for simple elegant sushi there is no better place in new york or anywhere in the us,admittedly place gigantic piece fish overflow plate thank goodness opinion simple elegant sushi well place new york,food,positive
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,positive,4,8,the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them,menu wide variety dish seafood lover interesting way prepare,food,positive
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,positive,31,48,the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them,menu wide variety dish seafood lover interesting way prepare,food,positive
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive,53,60,the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them,menu wide variety dish seafood lover interesting way prepare,food,positive
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,positive,4,24,the white bean brushetta to start was incredible and the pasta was phenomenal,white bean brushetta start incredible pasta phenomenal,others,neutral
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,positive,57,62,the white bean brushetta to start was incredible and the pasta was phenomenal,white bean brushetta start incredible pasta phenomenal,food,neutral
3361,The rest of the menu is limited by everything is good eats.,menu,conflict,16,20,the rest of the menu is limited by everything is good eats,rest menu limit good eat,food,positive
3361,The rest of the menu is limited by everything is good eats.,eats,positive,54,58,the rest of the menu is limited by everything is good eats,rest menu limit good eat,food,positive
789,The menu is nothing like the one on the website.,menu,negative,4,8,the menu is nothing like the one on the website,menu like website,food,negative
782,"Great food, great lay out and awesome service.",food,positive,6,10,great food great lay out and awesome service,great food great lie awesome service,food,positive
782,"Great food, great lay out and awesome service.",lay out,positive,18,25,great food great lay out and awesome service,great food great lie awesome service,others,positive
782,"Great food, great lay out and awesome service.",service,positive,38,45,great food great lay out and awesome service,great food great lie awesome service,service,positive
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,negative,12,26,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,ve ask cart attendant lotus leaf wrap rice reply rice walk away,others,neutral
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,neutral,33,56,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,ve ask cart attendant lotus leaf wrap rice reply rice walk away,food,neutral
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,neutral,78,82,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away,ve ask cart attendant lotus leaf wrap rice reply rice walk away,food,neutral
3661,We walked in on a Wednesday night and were seated promptly.,seated,positive,43,49,we walked in on a wednesday night and were seated promptly,walk wednesday night seat promptly,service,neutral
3682,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,positive,4,14,the wait staff is very freindly they make it feel like youre eating in a freindly little european town,wait staff freindly feel like eat freindly little european town,service,positive
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,negative,4,13,the waitstaff are all very busy its not outstanding service but ive never been dealt with rudely,waitstaff busy outstanding service ve deal rudely,service,negative
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",service,conflict,54,61,the waitstaff are all very busy its not outstanding service but ive never been dealt with rudely,waitstaff busy outstanding service ve deal rudely,service,negative
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive,55,59,i have lived in japan for  years and the taste of the food and the feel of the restaurant is like being back in japan,live japan year taste food feel restaurant like japan,food,positive
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,positive,68,72,i have lived in japan for  years and the taste of the food and the feel of the restaurant is like being back in japan,live japan year taste food feel restaurant like japan,price,positive
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,positive,42,47,i have lived in japan for  years and the taste of the food and the feel of the restaurant is like being back in japan,live japan year taste food feel restaurant like japan,food,positive
132,"They have it all -- great price, food, and service.",price,positive,26,31,they have it all  great price food and service,great price food service,price,positive
132,"They have it all -- great price, food, and service.",food,positive,33,37,they have it all  great price food and service,great price food service,food,positive
132,"They have it all -- great price, food, and service.",service,positive,43,50,they have it all  great price food and service,great price food service,service,positive
3382,"The flavors are great, and the menu is extensive.",flavors,positive,4,11,the flavors are great and the menu is extensive,flavor great menu extensive,food,positive
3382,"The flavors are great, and the menu is extensive.",menu,positive,31,35,the flavors are great and the menu is extensive,flavor great menu extensive,food,positive
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive,4,8,the food was amazing the service was so attentive and personable and how about that ambience,food amazing service attentive personable ambience,food,positive
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,positive,26,33,the food was amazing the service was so attentive and personable and how about that ambience,food amazing service attentive personable ambience,service,positive
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,positive,86,94,the food was amazing the service was so attentive and personable and how about that ambience,food amazing service attentive personable ambience,ambience,positive
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,positive,24,32,this place has the best interior i have seen anywhere in the northside of wburg and will impress whoever you bring there,place good interior see northside wburg impress bring,ambience,positive
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",place,positive,5,10,this place has the best interior i have seen anywhere in the northside of wburg and will impress whoever you bring there,place good interior see northside wburg impress bring,location,positive
978,The food has been consistant for years and it never lets you down.,food,positive,4,8,the food has been consistant for years and it never lets you down,food consistant year let,food,neutral
1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,positive,27,40,i found the variety of the sashimi plate to be satisfying  fresh and yummy,find variety sashimi plate satisfy fresh yummy,food,positive
3470,"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral,39,49,and forget what you read under me the atmosphere isnt that bad either,forget read atmosphere not bad,ambience,positive
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,negative,71,79,we couldnt carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that were taking too much time  amazing we just sat down,not carry conversation routinely interrupt waitress servant ask order hint take time amazing sit,service,positive
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative,84,92,we couldnt carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that were taking too much time  amazing we just sat down,not carry conversation routinely interrupt waitress servant ask order hint take time amazing sit,others,positive
1017,sometimes i get good food and ok service.,food,positive,21,25,sometimes i get good food and ok service,good food ok service,food,positive
1017,sometimes i get good food and ok service.,service,neutral,33,40,sometimes i get good food and ok service,good food ok service,service,positive
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,51,55,its a place for people who pay a lot for mediocre food noise and a chance to be with their fellow bridge and tunnel folks,place people pay lot mediocre food noise chance fellow bridge tunnel folk,food,positive
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,negative,57,62,its a place for people who pay a lot for mediocre food noise and a chance to be with their fellow bridge and tunnel folks,place people pay lot mediocre food noise chance fellow bridge tunnel folk,ambience,positive
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,negative,28,40,after complaining about the chicken dish the manager came over to tell us that no one had ever complained before and that we just didnt know what the dish was supposed to taste like,complain chicken dish manager come tell complain not know dish suppose taste like,food,negative
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,negative,46,53,after complaining about the chicken dish the manager came over to tell us that no one had ever complained before and that we just didnt know what the dish was supposed to taste like,complain chicken dish manager come tell complain not know dish suppose taste like,service,negative
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,neutral,154,158,after complaining about the chicken dish the manager came over to tell us that no one had ever complained before and that we just didnt know what the dish was supposed to taste like,complain chicken dish manager come tell complain not know dish suppose taste like,food,negative
2223,The food was spicy and delicious.,food,positive,4,8,the food was spicy and delicious,food spicy delicious,food,positive
1339,Went for a late weekday lunch.,lunch,neutral,24,29,went for a late weekday lunch,go late weekday lunch,food,neutral
3649,Bartender was unable to tear himself away from friends at bar.,Bartender,negative,0,9,bartender was unable to tear himself away from friends at bar,bartender unable tear away friend bar,food,positive
3649,Bartender was unable to tear himself away from friends at bar.,bar,neutral,58,61,bartender was unable to tear himself away from friends at bar,bartender unable tear away friend bar,food,positive
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive,51,55,anyways if youre in the neighborhood to eat good food i wouldnt waste my time trying to find something rather go across the street to tamari,anyways neighborhood eat good food not waste time try find street tamari,food,positive
2337,Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,positive,19,34,dahkin also offers prix fixe lunch and buffet,dahkin offer prix fixe lunch buffet,food,neutral
2337,Dahkin also offers prix fixe lunch and buffet.,buffet,positive,39,45,dahkin also offers prix fixe lunch and buffet,dahkin offer prix fixe lunch buffet,others,neutral
1174,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",place,conflict,13,18,although the place could be a little more eye catching and roomier at the same time it doesnt really matter,place little eye catch roomy time not matter,location,negative
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,positive,74,78,this was my frist time at cafe st barts and i must say how delicous the food and the service was,frist time cafe st bart delicous food service,food,neutral
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,87,94,this was my frist time at cafe st barts and i must say how delicous the food and the service was,frist time cafe st bart delicous food service,service,neutral
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral,63,69,went on a double date with friend and his girlfriend for a few drinks and appetizers,go double date friend girlfriend drink appetizer,food,positive
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,74,84,went on a double date with friend and his girlfriend for a few drinks and appetizers,go double date friend girlfriend drink appetizer,food,positive
1216,Great place to grab a hot bagel on the way to work.,hot bagel,positive,22,31,great place to grab a hot bagel on the way to work,great place grab hot bagel way work,food,positive
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,negative,29,36,its like they took leftover chicken poured oil and sprinkled pepper powder over it the sauce was translucent and red,like take leftover chicken pour oil sprinkle pepper powder sauce translucent red,food,positive
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,neutral,45,48,its like they took leftover chicken poured oil and sprinkled pepper powder over it the sauce was translucent and red,like take leftover chicken pour oil sprinkle pepper powder sauce translucent red,food,positive
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,63,76,its like they took leftover chicken poured oil and sprinkled pepper powder over it the sauce was translucent and red,like take leftover chicken pour oil sprinkle pepper powder sauce translucent red,food,positive
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,negative,90,95,its like they took leftover chicken poured oil and sprinkled pepper powder over it the sauce was translucent and red,like take leftover chicken pour oil sprinkle pepper powder sauce translucent red,food,positive
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative,87,93,one would think wed get an apology or complimentary drinks  instead we got a snobby waiter wouldnt even take our order for  minutes and gave us lip when we asked him to do so,think d apology complimentary drink instead get snobby waiter not order minute give lip ask,service,positive
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,53,59,one would think wed get an apology or complimentary drinks  instead we got a snobby waiter wouldnt even take our order for  minutes and gave us lip when we asked him to do so,think d apology complimentary drink instead get snobby waiter not order minute give lip ask,food,positive
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,68,72,we actually gave  tip which we have never done despite mediocre food and service because we felt totally ripped off,actually give tip despite mediocre food service feel totally rip,food,neutral
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral,77,84,we actually gave  tip which we have never done despite mediocre food and service because we felt totally ripped off,actually give tip despite mediocre food service feel totally rip,service,neutral
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative,21,24,we actually gave  tip which we have never done despite mediocre food and service because we felt totally ripped off,actually give tip despite mediocre food service feel totally rip,price,neutral
1856,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,positive,32,48,we were looking forward to nice glass of sangria when we arrived,look forward nice glass sangria arrive,others,positive
3318,I would highly recommand requesting a table by the window.,table by the window,positive,38,57,i would highly recommand requesting a table by the window,highly recommand request table window,price,neutral
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,positive,21,25,while we enjoyed the food we were highly disappointed by the poor service waiter was not quite competent and slow service and lack of remorse,enjoy food highly disappointed poor service waiter competent slow service lack remorse,food,negative
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,67,74,while we enjoyed the food we were highly disappointed by the poor service waiter was not quite competent and slow service and lack of remorse,enjoy food highly disappointed poor service waiter competent slow service lack remorse,service,negative
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,negative,76,82,while we enjoyed the food we were highly disappointed by the poor service waiter was not quite competent and slow service and lack of remorse,enjoy food highly disappointed poor service waiter competent slow service lack remorse,service,negative
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,116,123,while we enjoyed the food we were highly disappointed by the poor service waiter was not quite competent and slow service and lack of remorse,enjoy food highly disappointed poor service waiter competent slow service lack remorse,service,negative
401,"The service, however, was a bright flower in a garden.",service,positive,4,11,the service however was a bright flower in a garden,service bright flower garden,service,positive
2944,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,positive,66,70,weve been to grocery three times and not once has an item on the menu disappointed,ve grocery time item menu disappoint,food,negative
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,positive,4,8,the food is very good too but for the most part its just regular food nothing special,food good regular food special,food,negative
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,neutral,67,71,the food is very good too but for the most part its just regular food nothing special,food good regular food special,food,negative
1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,positive,13,21,a touch more jalapeno heat for contrast and it would have been very good indeed,touch jalapeno heat contrast good,others,positive
1381,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,10,20,tried the pad see ew on the recommendation of the last reviewer since its one of my favorite dishes,try pad ew recommendation reviewer favorite dish,others,positive
1381,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,positive,94,100,tried the pad see ew on the recommendation of the last reviewer since its one of my favorite dishes,try pad ew recommendation reviewer favorite dish,food,positive
3658,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,positive,18,28,we ate out in the back patio which is worth it as its cool and the music is hear well there,eat patio worth cool music hear,ambience,positive
3658,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,positive,69,74,we ate out in the back patio which is worth it as its cool and the music is hear well there,eat patio worth cool music hear,ambience,positive
1840,The location is perfect.,location,positive,4,12,the location is perfect,location perfect,location,positive
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,positive,0,26,guacamoleshrimp appetizer was really great we both had the filet very good didnt much like the frites that came with but the filet was so good neither of us cared,guacamoleshrimp appetizer great filet good not like frite come filet good care,food,positive
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,61,66,guacamoleshrimp appetizer was really great we both had the filet very good didnt much like the frites that came with but the filet was so good neither of us cared,guacamoleshrimp appetizer great filet good not like frite come filet good care,others,positive
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,negative,100,106,guacamoleshrimp appetizer was really great we both had the filet very good didnt much like the frites that came with but the filet was so good neither of us cared,guacamoleshrimp appetizer great filet good not like frite come filet good care,others,positive
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,131,136,guacamoleshrimp appetizer was really great we both had the filet very good didnt much like the frites that came with but the filet was so good neither of us cared,guacamoleshrimp appetizer great filet good not like frite come filet good care,others,positive
3536,The lunch special is an asbolute steal.,lunch special,positive,4,17,the lunch special is an asbolute steal,lunch special asbolute steal,food,negative
1363,This food is asian-air fusion.,food,neutral,5,9,this food is asianair fusion,food asianair fusion,food,neutral
1065,Nothing fancy but really good food with pretty reasonable price.,food,positive,30,34,nothing fancy but really good food with pretty reasonable price,fancy good food pretty reasonable price,food,positive
1065,Nothing fancy but really good food with pretty reasonable price.,price,positive,58,63,nothing fancy but really good food with pretty reasonable price,fancy good food pretty reasonable price,price,positive
2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,positive,0,19,the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,chicken pot pie excpetiona cheeseburg huge delictable service professional wan warm,food,positive
2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,positive,39,51,the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,chicken pot pie excpetiona cheeseburg huge delictable service professional wan warm,food,positive
2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive,81,88,the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,chicken pot pie excpetiona cheeseburg huge delictable service professional wan warm,service,positive
2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,positive,24,28,while i quite liked the food and the ambience im not quite sure if it they really deserve it the michelin rating they have displayed so prooudly in the window,like food ambience m sure deserve michelin rating display prooudly window,food,positive
2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,positive,37,45,while i quite liked the food and the ambience im not quite sure if it they really deserve it the michelin rating they have displayed so prooudly in the window,like food ambience m sure deserve michelin rating display prooudly window,ambience,positive
558,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,employees,conflict,24,33,there are a few italian employees who may not speak the best english but for me that adds to the experience,italian employee speak good english add experience,service,negative
1099,Once for dinner and once for brunch.,dinner,neutral,9,15,once for dinner and once for brunch,dinner brunch,food,neutral
1099,Once for dinner and once for brunch.,brunch,neutral,29,35,once for dinner and once for brunch,dinner brunch,others,neutral
2042,Not worth the prices.,prices,negative,14,20,not worth the prices,worth price,price,negative
1114,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,positive,80,85,from the moment you enter till the moment you walk out the friendly and helpful staff was was just fantastic,moment enter till moment walk friendly helpful staff fantastic,service,positive
233,Service was good and food is wonderful.,Service,positive,0,7,service was good and food is wonderful,service good food wonderful,service,positive
233,Service was good and food is wonderful.,food,positive,21,25,service was good and food is wonderful,service good food wonderful,food,positive
3276,She gets 10 for her excellent service and advice.,service,positive,30,37,she gets  for her excellent service and advice,get excellent service advice,service,positive
960,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,positive,111,115,the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant bit noisy overlook sit enjoy great meal,food,positive
3555,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,positive,15,33,being a fan of spicy ethnic foods indian included i made friends with this place long ago,fan spicy ethnic food indian include friend place long ago,food,positive
